SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,98:04:ED:C0:E4:41,2020-07-17 04:08:41.367445,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-92
1,DC:A6:32:55:FC:3E,2020-07-17 04:08:41.367445,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-58
2,98:04:ED:C0:E4:41,2020-07-17 04:08:42.075275,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-95
3,DC:A6:32:55:FC:3E,2020-07-17 04:08:42.075275,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-50
4,98:04:ED:C0:E4:41,2020-07-17 04:08:43.032768,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
5,DC:A6:32:55:FC:3E,2020-07-17 04:08:43.032768,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-58
6,98:04:ED:C0:E4:41,2020-07-17 04:08:44.355277,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-99
7,DC:A6:32:55:FC:3E,2020-07-17 04:08:44.355277,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-52
8,98:04:ED:C0:E4:41,2020-07-17 04:08:45.061475,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
9,DC:A6:32:55:FC:3E,2020-07-17 04:08:45.061475,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-57
10,98:04:ED:C0:E4:41,2020-07-17 04:08:46.074684,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
11,DC:A6:32:55:FC:3E,2020-07-17 04:08:46.074684,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-53
12,98:04:ED:C0:E4:41,2020-07-17 04:08:47.106518,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-88
13,DC:A6:32:55:FC:3E,2020-07-17 04:08:47.106518,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-47
14,98:04:ED:C0:E4:41,2020-07-17 04:08:48.029659,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-88
15,DC:A6:32:55:FC:3E,2020-07-17 04:08:48.029659,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-57
16,DC:A6:32:55:FC:3E,2020-07-17 04:08:49.188511,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-49
17,98:04:ED:C0:E4:41,2020-07-17 04:08:49.188511,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
18,DC:A6:32:55:FC:3E,2020-07-17 04:08:50.097892,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-58
19,98:04:ED:C0:E4:41,2020-07-17 04:08:50.097892,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-97
20,98:04:ED:C0:E4:41,2020-07-17 04:08:51.070363,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
21,DC:A6:32:55:FC:3E,2020-07-17 04:08:51.070363,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-49
22,98:04:ED:C0:E4:41,2020-07-17 04:08:52.140506,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-92
23,DC:A6:32:55:FC:3E,2020-07-17 04:08:52.140506,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-47
24,98:04:ED:C0:E4:41,2020-07-17 04:08:53.015476,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
25,DC:A6:32:55:FC:3E,2020-07-17 04:08:53.015476,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-59
26,98:04:ED:C0:E4:41,2020-07-17 04:08:54.007913,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-88
27,DC:A6:32:55:FC:3E,2020-07-17 04:08:54.007913,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-53
28,98:04:ED:C0:E4:41,2020-07-17 04:08:55.094238,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-89
29,DC:A6:32:55:FC:3E,2020-07-17 04:08:55.094238,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-52
30,DC:A6:32:55:FC:3E,2020-07-17 04:08:56.026803,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-58
31,98:04:ED:C0:E4:41,2020-07-17 04:08:56.026803,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
32,98:04:ED:C0:E4:41,2020-07-17 04:08:57.055496,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
33,DC:A6:32:55:FC:3E,2020-07-17 04:08:57.055496,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-52
34,98:04:ED:C0:E4:41,2020-07-17 04:08:58.129341,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-89
35,DC:A6:32:55:FC:3E,2020-07-17 04:08:58.129341,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-51
36,98:04:ED:C0:E4:41,2020-07-17 04:08:59.141197,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
37,DC:A6:32:55:FC:3E,2020-07-17 04:08:59.141197,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-52
38,DC:A6:32:55:FC:3E,2020-07-17 04:09:00.018116,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-57
39,98:04:ED:C0:E4:41,2020-07-17 04:09:00.018116,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-89
40,98:04:ED:C0:E4:41,2020-07-17 04:09:01.156866,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
41,DC:A6:32:55:FC:3E,2020-07-17 04:09:01.156866,d8c9df94-cafa-11ea-bdb1-dca63255fc3b,1,1,1,-50
