SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
81,98:04:ED:C0:E4:41,2020-07-17 04:23:16.172852,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-89
82,DC:A6:32:55:FC:3E,2020-07-17 04:23:17.097930,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-66
83,98:04:ED:C0:E4:41,2020-07-17 04:23:17.097930,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
84,98:04:ED:C0:E4:41,2020-07-17 04:23:18.065424,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
85,DC:A6:32:55:FC:3E,2020-07-17 04:23:18.065424,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-66
86,98:04:ED:C0:E4:41,2020-07-17 04:23:19.152901,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-89
87,DC:A6:32:55:FC:3E,2020-07-17 04:23:19.152901,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-64
88,DC:A6:32:55:FC:3E,2020-07-17 04:23:20.268024,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
89,98:04:ED:C0:E4:41,2020-07-17 04:23:20.268024,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-93
90,DC:A6:32:55:FC:3E,2020-07-17 04:23:21.051702,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-72
91,98:04:ED:C0:E4:41,2020-07-17 04:23:21.051702,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
92,98:04:ED:C0:E4:41,2020-07-17 04:23:22.115467,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-93
93,DC:A6:32:55:FC:3E,2020-07-17 04:23:22.115467,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-73
94,98:04:ED:C0:E4:41,2020-07-17 04:23:23.351792,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-92
95,DC:A6:32:55:FC:3E,2020-07-17 04:23:23.351792,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
96,98:04:ED:C0:E4:41,2020-07-17 04:23:24.138627,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-93
97,DC:A6:32:55:FC:3E,2020-07-17 04:23:24.138627,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
98,98:04:ED:C0:E4:41,2020-07-17 04:23:25.431268,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-94
