 aSCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
180,DC:A6:32:55:FC:3E,2020-07-16 22:25:59.134925,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
181,DC:A6:32:55:FC:3E,2020-07-16 22:26:00.422541,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
182,DC:A6:32:55:FC:3E,2020-07-16 22:26:01.140620,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
183,DC:A6:32:55:FC:3E,2020-07-16 22:26:02.151501,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
184,DC:A6:32:55:FC:3E,2020-07-16 22:26:03.205094,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
185,DC:A6:32:55:FC:3E,2020-07-16 22:26:04.020047,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
186,DC:A6:32:55:FC:3E,2020-07-16 22:26:05.031419,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-31
187,DC:A6:32:55:FC:3E,2020-07-16 22:26:06.181435,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
188,DC:A6:32:55:FC:3E,2020-07-16 22:26:07.008951,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
189,DC:A6:32:55:FC:3E,2020-07-16 22:26:08.093884,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
190,DC:A6:32:55:FC:3E,2020-07-16 22:26:09.147630,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
191,DC:A6:32:55:FC:3E,2020-07-16 22:26:10.095183,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
192,DC:A6:32:55:FC:3E,2020-07-16 22:26:11.437889,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
193,DC:A6:32:55:FC:3E,2020-07-16 22:26:12.163469,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
194,DC:A6:32:55:FC:3E,2020-07-16 22:26:13.261555,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
195,DC:A6:32:55:FC:3E,2020-07-16 22:26:14.081549,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
196,DC:A6:32:55:FC:3E,2020-07-16 22:26:15.431648,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
197,DC:A6:32:55:FC:3E,2020-07-16 22:26:16.020337,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
198,DC:A6:32:55:FC:3E,2020-07-16 22:26:17.231574,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
199,DC:A6:32:55:FC:3E,2020-07-16 22:26:18.005990,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
200,DC:A6:32:55:FC:3E,2020-07-16 22:26:19.239188,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
201,DC:A6:32:55:FC:3E,2020-07-16 22:26:20.045405,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
202,DC:A6:32:55:FC:3E,2020-07-16 22:26:21.029191,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
203,DC:A6:32:55:FC:3E,2020-07-16 22:26:22.071677,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
204,DC:A6:32:55:FC:3E,2020-07-16 22:26:23.174279,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
205,DC:A6:32:55:FC:3E,2020-07-16 22:26:24.130524,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
206,DC:A6:32:55:FC:3E,2020-07-16 22:26:25.010561,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
207,DC:A6:32:55:FC:3E,2020-07-16 22:26:26.048058,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
208,DC:A6:32:55:FC:3E,2020-07-16 22:26:27.038075,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
209,DC:A6:32:55:FC:3E,2020-07-16 22:26:28.785627,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
210,DC:A6:32:55:FC:3E,2020-07-16 22:26:29.013060,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
211,DC:A6:32:55:FC:3E,2020-07-16 22:26:30.214445,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
212,DC:A6:32:55:FC:3E,2020-07-16 22:26:31.011949,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
213,DC:A6:32:55:FC:3E,2020-07-16 22:26:32.110670,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
214,DC:A6:32:55:FC:3E,2020-07-16 22:26:33.025731,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
215,DC:A6:32:55:FC:3E,2020-07-16 22:26:34.074494,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
216,DC:A6:32:55:FC:3E,2020-07-16 22:26:35.137633,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
217,DC:A6:32:55:FC:3E,2020-07-16 22:26:36.602126,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
218,DC:A6:32:55:FC:3E,2020-07-16 22:26:37.015870,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
219,DC:A6:32:55:FC:3E,2020-07-16 22:26:38.003433,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
220,DC:A6:32:55:FC:3E,2020-07-16 22:26:39.524657,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
221,DC:A6:32:55:FC:3E,2020-07-16 22:26:40.096439,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
222,DC:A6:32:55:FC:3E,2020-07-16 22:26:41.474657,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
223,DC:A6:32:55:FC:3E,2020-07-16 22:26:42.024694,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
224,DC:A6:32:55:FC:3E,2020-07-16 22:26:43.134764,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
225,DC:A6:32:55:FC:3E,2020-07-16 22:26:44.095942,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
226,DC:A6:32:55:FC:3E,2020-07-16 22:26:45.066617,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
227,DC:A6:32:55:FC:3E,2020-07-16 22:26:46.142338,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
228,DC:A6:32:55:FC:3E,2020-07-16 22:26:47.174760,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
229,DC:A6:32:55:FC:3E,2020-07-16 22:26:48.212318,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
230,DC:A6:32:55:FC:3E,2020-07-16 22:26:50.022378,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
231,DC:A6:32:55:FC:3E,2020-07-16 22:26:51.003757,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
232,DC:A6:32:55:FC:3E,2020-07-16 22:26:52.014911,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
233,DC:A6:32:55:FC:3E,2020-07-16 22:26:53.066145,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
234,DC:A6:32:55:FC:3E,2020-07-16 22:26:54.031200,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
235,DC:A6:32:55:FC:3E,2020-07-16 22:26:55.269187,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
236,DC:A6:32:55:FC:3E,2020-07-16 22:26:56.023751,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
237,DC:A6:32:55:FC:3E,2020-07-16 22:26:57.317588,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
238,DC:A6:32:55:FC:3E,2020-07-16 22:26:58.103821,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
239,DC:A6:32:55:FC:3E,2020-07-16 22:26:59.166961,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
240,DC:A6:32:55:FC:3E,2020-07-16 22:27:00.012613,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
241,DC:A6:32:55:FC:3E,2020-07-16 22:27:01.741460,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
242,DC:A6:32:55:FC:3E,2020-07-16 22:27:02.038832,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
243,DC:A6:32:55:FC:3E,2020-07-16 22:27:03.006449,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
244,DC:A6:32:55:FC:3E,2020-07-16 22:27:04.696482,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-46
245,DC:A6:32:55:FC:3E,2020-07-16 22:27:05.156435,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
246,DC:A6:32:55:FC:3E,2020-07-16 22:27:06.002762,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
247,DC:A6:32:55:FC:3E,2020-07-16 22:27:07.225367,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
248,DC:A6:32:55:FC:3E,2020-07-16 22:27:08.497849,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
249,DC:A6:32:55:FC:3E,2020-07-16 22:27:09.051571,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
250,DC:A6:32:55:FC:3E,2020-07-16 22:27:10.321535,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
251,DC:A6:32:55:FC:3E,2020-07-16 22:27:11.494089,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
252,DC:A6:32:55:FC:3E,2020-07-16 22:27:12.097226,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
253,DC:A6:32:55:FC:3E,2020-07-16 22:27:13.184154,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
254,DC:A6:32:55:FC:3E,2020-07-16 22:27:14.076625,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
255,DC:A6:32:55:FC:3E,2020-07-16 22:27:15.144224,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
256,DC:A6:32:55:FC:3E,2020-07-16 22:27:16.026684,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
257,DC:A6:32:55:FC:3E,2020-07-16 22:27:17.066753,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
258,DC:A6:32:55:FC:3E,2020-07-16 22:27:18.124236,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
259,DC:A6:32:55:FC:3E,2020-07-16 22:27:19.771727,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
260,DC:A6:32:55:FC:3E,2020-07-16 22:27:20.111731,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
261,DC:A6:32:55:FC:3E,2020-07-16 22:27:21.077465,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
262,DC:A6:32:55:FC:3E,2020-07-16 22:27:22.233190,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
263,DC:A6:32:55:FC:3E,2020-07-16 22:27:23.065610,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
264,DC:A6:32:55:FC:3E,2020-07-16 22:27:24.163198,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
265,DC:A6:32:55:FC:3E,2020-07-16 22:27:25.024394,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
266,DC:A6:32:55:FC:3E,2020-07-16 22:27:26.121965,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
267,DC:A6:32:55:FC:3E,2020-07-16 22:27:27.029457,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
268,DC:A6:32:55:FC:3E,2020-07-16 22:27:28.134440,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
269,DC:A6:32:55:FC:3E,2020-07-16 22:27:29.229562,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
270,DC:A6:32:55:FC:3E,2020-07-16 22:27:30.143340,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
271,DC:A6:32:55:FC:3E,2020-07-16 22:27:31.077038,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
272,DC:A6:32:55:FC:3E,2020-07-16 22:27:32.419516,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-49
273,DC:A6:32:55:FC:3E,2020-07-16 22:27:33.210784,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
274,DC:A6:32:55:FC:3E,2020-07-16 22:27:34.015791,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
275,DC:A6:32:55:FC:3E,2020-07-16 22:27:35.151219,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
276,DC:A6:32:55:FC:3E,2020-07-16 22:27:36.422820,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
277,DC:A6:32:55:FC:3E,2020-07-16 22:27:37.112725,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
278,DC:A6:32:55:FC:3E,2020-07-16 22:27:38.600984,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
279,DC:A6:32:55:FC:3E,2020-07-16 22:27:39.017280,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
280,DC:A6:32:55:FC:3E,2020-07-16 22:27:40.202034,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
281,DC:A6:32:55:FC:3E,2020-07-16 22:27:41.064771,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
282,DC:A6:32:55:FC:3E,2020-07-16 22:27:42.097228,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
283,DC:A6:32:55:FC:3E,2020-07-16 22:27:43.749224,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
284,DC:A6:32:55:FC:3E,2020-07-16 22:27:44.013660,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
285,DC:A6:32:55:FC:3E,2020-07-16 22:27:45.034789,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
286,DC:A6:32:55:FC:3E,2020-07-16 22:27:46.173729,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
287,DC:A6:32:55:FC:3E,2020-07-16 22:27:47.661136,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
288,DC:A6:32:55:FC:3E,2020-07-16 22:27:48.126080,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
289,DC:A6:32:55:FC:3E,2020-07-16 22:27:49.027416,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
290,DC:A6:32:55:FC:3E,2020-07-16 22:27:50.199275,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
291,DC:A6:32:55:FC:3E,2020-07-16 22:27:51.154981,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
292,DC:A6:32:55:FC:3E,2020-07-16 22:27:52.483852,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
293,DC:A6:32:55:FC:3E,2020-07-16 22:27:53.293153,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
294,DC:A6:32:55:FC:3E,2020-07-16 22:27:54.725098,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
295,DC:A6:32:55:FC:3E,2020-07-16 22:27:55.073854,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
296,DC:A6:32:55:FC:3E,2020-07-16 22:27:57.015173,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
297,DC:A6:32:55:FC:3E,2020-07-16 22:27:58.046465,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
298,DC:A6:32:55:FC:3E,2020-07-16 22:27:59.145209,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
299,DC:A6:32:55:FC:3E,2020-07-16 22:28:00.875269,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
300,DC:A6:32:55:FC:3E,2020-07-16 22:28:01.018252,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
301,DC:A6:32:55:FC:3E,2020-07-16 22:28:02.113956,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
302,DC:A6:32:55:FC:3E,2020-07-16 22:28:03.006442,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
303,DC:A6:32:55:FC:3E,2020-07-16 22:28:04.657880,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
304,DC:A6:32:55:FC:3E,2020-07-16 22:28:05.202772,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
305,DC:A6:32:55:FC:3E,2020-07-16 22:28:06.296556,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
306,DC:A6:32:55:FC:3E,2020-07-16 22:28:07.021702,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
307,DC:A6:32:55:FC:3E,2020-07-16 22:28:08.272970,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
308,DC:A6:32:55:FC:3E,2020-07-16 22:28:09.047923,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
309,DC:A6:32:55:FC:3E,2020-07-16 22:28:10.081718,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
310,DC:A6:32:55:FC:3E,2020-07-16 22:28:11.726785,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
311,DC:A6:32:55:FC:3E,2020-07-16 22:28:12.007901,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-34
312,DC:A6:32:55:FC:3E,2020-07-16 22:28:13.624287,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
313,DC:A6:32:55:FC:3E,2020-07-16 22:28:14.539243,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
314,DC:A6:32:55:FC:3E,2020-07-16 22:28:15.004200,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
315,DC:A6:32:55:FC:3E,2020-07-16 22:28:16.195570,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
316,DC:A6:32:55:FC:3E,2020-07-16 22:28:17.251792,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
317,DC:A6:32:55:FC:3E,2020-07-16 22:28:18.019954,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
318,DC:A6:32:55:FC:3E,2020-07-16 22:28:20.024556,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
319,DC:A6:32:55:FC:3E,2020-07-16 22:28:21.154507,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-41
320,DC:A6:32:55:FC:3E,2020-07-16 22:28:22.228181,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
321,DC:A6:32:55:FC:3E,2020-07-16 22:28:23.021338,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
322,DC:A6:32:55:FC:3E,2020-07-16 22:28:24.475162,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
323,DC:A6:32:55:FC:3E,2020-07-16 22:28:25.018280,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
324,DC:A6:32:55:FC:3E,2020-07-16 22:28:26.114549,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
325,DC:A6:32:55:FC:3E,2020-07-16 22:28:27.191380,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
326,DC:A6:32:55:FC:3E,2020-07-16 22:28:28.213363,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
327,DC:A6:32:55:FC:3E,2020-07-16 22:28:29.088980,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
328,DC:A6:32:55:FC:3E,2020-07-16 22:28:30.193590,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
329,DC:A6:32:55:FC:3E,2020-07-16 22:28:31.221625,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
330,DC:A6:32:55:FC:3E,2020-07-16 22:28:32.113474,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-41
331,DC:A6:32:55:FC:3E,2020-07-16 22:28:33.988512,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
332,DC:A6:32:55:FC:3E,2020-07-16 22:28:34.004664,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
333,DC:A6:32:55:FC:3E,2020-07-16 22:28:35.046062,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-46
334,DC:A6:32:55:FC:3E,2020-07-16 22:28:36.359244,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
335,DC:A6:32:55:FC:3E,2020-07-16 22:28:37.014815,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
336,DC:A6:32:55:FC:3E,2020-07-16 22:28:38.206105,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
337,DC:A6:32:55:FC:3E,2020-07-16 22:28:39.119848,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
338,DC:A6:32:55:FC:3E,2020-07-16 22:28:40.196267,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
339,DC:A6:32:55:FC:3E,2020-07-16 22:28:41.003751,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
340,DC:A6:32:55:FC:3E,2020-07-16 22:28:42.177532,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
341,DC:A6:32:55:FC:3E,2020-07-16 22:28:43.136304,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-41
342,DC:A6:32:55:FC:3E,2020-07-16 22:28:44.760086,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
343,DC:A6:32:55:FC:3E,2020-07-16 22:28:45.008706,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
344,DC:A6:32:55:FC:3E,2020-07-16 22:28:46.056302,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
345,DC:A6:32:55:FC:3E,2020-07-16 22:28:47.328925,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
346,DC:A6:32:55:FC:3E,2020-07-16 22:28:48.619484,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
347,DC:A6:32:55:FC:3E,2020-07-16 22:28:49.141316,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
348,DC:A6:32:55:FC:3E,2020-07-16 22:28:50.088809,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
349,DC:A6:32:55:FC:3E,2020-07-16 22:28:51.054031,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
350,DC:A6:32:55:FC:3E,2020-07-16 22:28:52.382692,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
351,DC:A6:32:55:FC:3E,2020-07-16 22:28:53.065167,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
352,DC:A6:32:55:FC:3E,2020-07-16 22:28:54.186478,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
353,DC:A6:32:55:FC:3E,2020-07-16 22:28:55.059076,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
354,DC:A6:32:55:FC:3E,2020-07-16 22:28:56.045259,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
355,DC:A6:32:55:FC:3E,2020-07-16 22:28:57.256535,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-38
356,DC:A6:32:55:FC:3E,2020-07-16 22:28:58.326546,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
357,DC:A6:32:55:FC:3E,2020-07-16 22:28:59.264079,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
358,DC:A6:32:55:FC:3E,2020-07-16 22:29:00.026591,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
359,DC:A6:32:55:FC:3E,2020-07-16 22:29:02.025584,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
360,DC:A6:32:55:FC:3E,2020-07-16 22:29:03.015416,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
361,DC:A6:32:55:FC:3E,2020-07-16 22:29:04.097345,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
362,DC:A6:32:55:FC:3E,2020-07-16 22:29:05.136730,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
363,DC:A6:32:55:FC:3E,2020-07-16 22:29:06.054266,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
364,DC:A6:32:55:FC:3E,2020-07-16 22:29:07.351905,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
365,DC:A6:32:55:FC:3E,2020-07-16 22:29:08.061791,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-46
366,DC:A6:32:55:FC:3E,2020-07-16 22:29:09.074287,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-41
367,DC:A6:32:55:FC:3E,2020-07-16 22:29:10.179363,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
368,DC:A6:32:55:FC:3E,2020-07-16 22:29:11.278280,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
369,DC:A6:32:55:FC:3E,2020-07-16 22:29:12.106956,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-38
370,DC:A6:32:55:FC:3E,2020-07-16 22:29:13.124506,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
