 aSCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
371,DC:A6:32:55:FC:3E,2020-07-16 22:29:14.034451,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
372,DC:A6:32:55:FC:3E,2020-07-16 22:29:15.068189,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
373,DC:A6:32:55:FC:3E,2020-07-16 22:29:16.139502,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
374,DC:A6:32:55:FC:3E,2020-07-16 22:29:17.005719,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
375,DC:A6:32:55:FC:3E,2020-07-16 22:29:18.210387,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
376,DC:A6:32:55:FC:3E,2020-07-16 22:29:19.587129,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
377,DC:A6:32:55:FC:3E,2020-07-16 22:29:20.060777,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
378,DC:A6:32:55:FC:3E,2020-07-16 22:29:21.605114,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
379,DC:A6:32:55:FC:3E,2020-07-16 22:29:22.135291,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
380,DC:A6:32:55:FC:3E,2020-07-16 22:29:23.458424,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-41
381,DC:A6:32:55:FC:3E,2020-07-16 22:29:24.165938,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
382,DC:A6:32:55:FC:3E,2020-07-16 22:29:25.019722,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
383,DC:A6:32:55:FC:3E,2020-07-16 22:29:27.024737,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
384,DC:A6:32:55:FC:3E,2020-07-16 22:29:28.238506,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
385,DC:A6:32:55:FC:3E,2020-07-16 22:29:29.388530,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
386,DC:A6:32:55:FC:3E,2020-07-16 22:29:30.018556,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
387,DC:A6:32:55:FC:3E,2020-07-16 22:29:31.090463,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
388,DC:A6:32:55:FC:3E,2020-07-16 22:29:32.348761,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
389,DC:A6:32:55:FC:3E,2020-07-16 22:29:33.046112,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
390,DC:A6:32:55:FC:3E,2020-07-16 22:29:34.695582,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
391,DC:A6:32:55:FC:3E,2020-07-16 22:29:35.011727,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
392,DC:A6:32:55:FC:3E,2020-07-16 22:29:36.021195,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
393,DC:A6:32:55:FC:3E,2020-07-16 22:29:37.121268,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
394,DC:A6:32:55:FC:3E,2020-07-16 22:29:39.064988,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
395,DC:A6:32:55:FC:3E,2020-07-16 22:29:40.226292,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
396,DC:A6:32:55:FC:3E,2020-07-16 22:29:41.516339,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
397,DC:A6:32:55:FC:3E,2020-07-16 22:29:42.604055,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
398,DC:A6:32:55:FC:3E,2020-07-16 22:29:43.085153,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
399,DC:A6:32:55:FC:3E,2020-07-16 22:29:44.016465,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
400,DC:A6:32:55:FC:3E,2020-07-16 22:29:46.021434,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
401,DC:A6:32:55:FC:3E,2020-07-16 22:29:47.059030,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-49
402,DC:A6:32:55:FC:3E,2020-07-16 22:29:48.434178,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
403,DC:A6:32:55:FC:3E,2020-07-16 22:29:49.244053,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
404,DC:A6:32:55:FC:3E,2020-07-16 22:29:50.537835,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-49
405,DC:A6:32:55:FC:3E,2020-07-16 22:29:51.084078,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
406,DC:A6:32:55:FC:3E,2020-07-16 22:29:53.089188,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
407,DC:A6:32:55:FC:3E,2020-07-16 22:29:54.129196,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-42
408,DC:A6:32:55:FC:3E,2020-07-16 22:29:55.579227,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
409,DC:A6:32:55:FC:3E,2020-07-16 22:29:56.026005,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
410,DC:A6:32:55:FC:3E,2020-07-16 22:29:57.147934,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
411,DC:A6:32:55:FC:3E,2020-07-16 22:29:58.003207,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
412,DC:A6:32:55:FC:3E,2020-07-16 22:29:59.378077,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
413,DC:A6:32:55:FC:3E,2020-07-16 22:30:00.005553,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-49
414,DC:A6:32:55:FC:3E,2020-07-16 22:30:02.010641,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
415,DC:A6:32:55:FC:3E,2020-07-16 22:30:03.525612,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
416,DC:A6:32:55:FC:3E,2020-07-16 22:30:04.070604,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
417,DC:A6:32:55:FC:3E,2020-07-16 22:30:05.500677,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
418,DC:A6:32:55:FC:3E,2020-07-16 22:30:06.260723,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-42
419,DC:A6:32:55:FC:3E,2020-07-16 22:30:07.053810,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
420,DC:A6:32:55:FC:3E,2020-07-16 22:30:08.170872,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-41
421,DC:A6:32:55:FC:3E,2020-07-16 22:30:09.012642,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
422,DC:A6:32:55:FC:3E,2020-07-16 22:30:10.109504,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
423,DC:A6:32:55:FC:3E,2020-07-16 22:30:11.190888,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
424,DC:A6:32:55:FC:3E,2020-07-16 22:30:12.122781,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
425,DC:A6:32:55:FC:3E,2020-07-16 22:30:13.275227,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
426,DC:A6:32:55:FC:3E,2020-07-16 22:30:14.005873,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
427,DC:A6:32:55:FC:3E,2020-07-16 22:30:15.061501,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
428,DC:A6:32:55:FC:3E,2020-07-16 22:30:16.345896,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
429,DC:A6:32:55:FC:3E,2020-07-16 22:30:17.279687,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
430,DC:A6:32:55:FC:3E,2020-07-16 22:30:18.376121,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
431,DC:A6:32:55:FC:3E,2020-07-16 22:30:19.369746,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-41
432,DC:A6:32:55:FC:3E,2020-07-16 22:30:20.100999,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-41
433,DC:A6:32:55:FC:3E,2020-07-16 22:30:21.681102,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
434,DC:A6:32:55:FC:3E,2020-07-16 22:30:22.007248,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
435,DC:A6:32:55:FC:3E,2020-07-16 22:30:23.158577,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-49
436,DC:A6:32:55:FC:3E,2020-07-16 22:30:24.086107,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
437,DC:A6:32:55:FC:3E,2020-07-16 22:30:25.127317,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
438,DC:A6:32:55:FC:3E,2020-07-16 22:30:26.029908,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
439,DC:A6:32:55:FC:3E,2020-07-16 22:30:27.178621,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
440,DC:A6:32:55:FC:3E,2020-07-16 22:30:28.286227,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
441,DC:A6:32:55:FC:3E,2020-07-16 22:30:29.127539,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
442,DC:A6:32:55:FC:3E,2020-07-16 22:30:30.276312,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
443,DC:A6:32:55:FC:3E,2020-07-16 22:30:31.186215,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
444,DC:A6:32:55:FC:3E,2020-07-16 22:30:32.100054,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
445,DC:A6:32:55:FC:3E,2020-07-16 22:30:33.387756,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
446,DC:A6:32:55:FC:3E,2020-07-16 22:30:34.040111,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
447,DC:A6:32:55:FC:3E,2020-07-16 22:30:35.300188,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
448,DC:A6:32:55:FC:3E,2020-07-16 22:30:36.083946,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
449,DC:A6:32:55:FC:3E,2020-07-16 22:30:37.027671,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
450,DC:A6:32:55:FC:3E,2020-07-16 22:30:38.035223,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-46
451,DC:A6:32:55:FC:3E,2020-07-16 22:30:39.225174,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-41
452,DC:A6:32:55:FC:3E,2020-07-16 22:30:40.377699,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
453,DC:A6:32:55:FC:3E,2020-07-16 22:30:41.142130,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
454,DC:A6:32:55:FC:3E,2020-07-16 22:30:42.144084,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
455,DC:A6:32:55:FC:3E,2020-07-16 22:30:43.189003,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
456,DC:A6:32:55:FC:3E,2020-07-16 22:30:44.351736,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
457,DC:A6:32:55:FC:3E,2020-07-16 22:30:45.082254,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
458,DC:A6:32:55:FC:3E,2020-07-16 22:30:46.006622,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
459,DC:A6:32:55:FC:3E,2020-07-16 22:30:47.351742,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-49
460,DC:A6:32:55:FC:3E,2020-07-16 22:30:48.099193,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
461,DC:A6:32:55:FC:3E,2020-07-16 22:30:49.109147,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
462,DC:A6:32:55:FC:3E,2020-07-16 22:30:50.386733,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
463,DC:A6:32:55:FC:3E,2020-07-16 22:30:51.156720,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
464,DC:A6:32:55:FC:3E,2020-07-16 22:30:52.260550,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-31
465,DC:A6:32:55:FC:3E,2020-07-16 22:30:53.109286,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
466,DC:A6:32:55:FC:3E,2020-07-16 22:30:54.106999,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
467,DC:A6:32:55:FC:3E,2020-07-16 22:30:55.015629,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
468,DC:A6:32:55:FC:3E,2020-07-16 22:30:56.168151,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-46
469,DC:A6:32:55:FC:3E,2020-07-16 22:30:57.148150,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
470,DC:A6:32:55:FC:3E,2020-07-16 22:30:58.480620,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
471,DC:A6:32:55:FC:3E,2020-07-16 22:30:59.018179,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
472,DC:A6:32:55:FC:3E,2020-07-16 22:31:00.207057,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
473,DC:A6:32:55:FC:3E,2020-07-16 22:31:01.130687,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-49
474,DC:A6:32:55:FC:3E,2020-07-16 22:31:03.113340,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
475,DC:A6:32:55:FC:3E,2020-07-16 22:31:04.077190,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
476,DC:A6:32:55:FC:3E,2020-07-16 22:31:05.479652,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-46
477,DC:A6:32:55:FC:3E,2020-07-16 22:31:06.067152,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
478,DC:A6:32:55:FC:3E,2020-07-16 22:31:07.002184,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
479,DC:A6:32:55:FC:3E,2020-07-16 22:31:08.017152,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
480,DC:A6:32:55:FC:3E,2020-07-16 22:31:09.394633,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-41
481,DC:A6:32:55:FC:3E,2020-07-16 22:31:10.127122,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
482,DC:A6:32:55:FC:3E,2020-07-16 22:31:11.302227,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
483,DC:A6:32:55:FC:3E,2020-07-16 22:31:12.087233,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
484,DC:A6:32:55:FC:3E,2020-07-16 22:31:13.137244,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
485,DC:A6:32:55:FC:3E,2020-07-16 22:31:14.032248,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-42
486,DC:A6:32:55:FC:3E,2020-07-16 22:31:15.292434,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
487,DC:A6:32:55:FC:3E,2020-07-16 22:31:16.024233,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
488,DC:A6:32:55:FC:3E,2020-07-16 22:31:17.069895,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
489,DC:A6:32:55:FC:3E,2020-07-16 22:31:18.131245,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
490,DC:A6:32:55:FC:3E,2020-07-16 22:31:19.018704,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
491,DC:A6:32:55:FC:3E,2020-07-16 22:31:20.013146,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-42
492,DC:A6:32:55:FC:3E,2020-07-16 22:31:21.097463,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-46
493,DC:A6:32:55:FC:3E,2020-07-16 22:31:22.275599,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
494,DC:A6:32:55:FC:3E,2020-07-16 22:31:23.384445,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
495,DC:A6:32:55:FC:3E,2020-07-16 22:31:24.478108,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-42
496,DC:A6:32:55:FC:3E,2020-07-16 22:31:25.063130,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
497,DC:A6:32:55:FC:3E,2020-07-16 22:31:26.163229,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-41
498,DC:A6:32:55:FC:3E,2020-07-16 22:31:27.260108,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
499,DC:A6:32:55:FC:3E,2020-07-16 22:31:28.041361,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
500,DC:A6:32:55:FC:3E,2020-07-16 22:31:29.177662,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
501,DC:A6:32:55:FC:3E,2020-07-16 22:31:30.068862,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
502,DC:A6:32:55:FC:3E,2020-07-16 22:31:31.526365,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-46
503,DC:A6:32:55:FC:3E,2020-07-16 22:31:32.110178,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
504,DC:A6:32:55:FC:3E,2020-07-16 22:31:33.063308,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
505,DC:A6:32:55:FC:3E,2020-07-16 22:31:34.071420,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
506,DC:A6:32:55:FC:3E,2020-07-16 22:31:35.242760,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-42
507,DC:A6:32:55:FC:3E,2020-07-16 22:31:36.053991,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
508,DC:A6:32:55:FC:3E,2020-07-16 22:31:37.268354,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
509,DC:A6:32:55:FC:3E,2020-07-16 22:31:38.180312,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
510,DC:A6:32:55:FC:3E,2020-07-16 22:31:39.099020,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
511,DC:A6:32:55:FC:3E,2020-07-16 22:31:40.200304,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
512,DC:A6:32:55:FC:3E,2020-07-16 22:31:41.297936,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
513,DC:A6:32:55:FC:3E,2020-07-16 22:31:42.104131,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
514,DC:A6:32:55:FC:3E,2020-07-16 22:31:43.127883,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
515,DC:A6:32:55:FC:3E,2020-07-16 22:31:44.052922,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
516,DC:A6:32:55:FC:3E,2020-07-16 22:31:45.060428,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
517,DC:A6:32:55:FC:3E,2020-07-16 22:31:46.305126,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
518,DC:A6:32:55:FC:3E,2020-07-16 22:31:47.140613,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
519,DC:A6:32:55:FC:3E,2020-07-16 22:31:48.143056,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
520,DC:A6:32:55:FC:3E,2020-07-16 22:31:49.213134,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
521,DC:A6:32:55:FC:3E,2020-07-16 22:31:50.109928,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
522,DC:A6:32:55:FC:3E,2020-07-16 22:31:51.129310,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
523,DC:A6:32:55:FC:3E,2020-07-16 22:31:52.021882,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
524,DC:A6:32:55:FC:3E,2020-07-16 22:31:53.066963,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
525,DC:A6:32:55:FC:3E,2020-07-16 22:31:54.084436,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
526,DC:A6:32:55:FC:3E,2020-07-16 22:31:55.019410,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
527,DC:A6:32:55:FC:3E,2020-07-16 22:31:56.425733,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
528,DC:A6:32:55:FC:3E,2020-07-16 22:31:57.010756,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
529,DC:A6:32:55:FC:3E,2020-07-16 22:31:58.078299,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
530,DC:A6:32:55:FC:3E,2020-07-16 22:31:59.473388,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
531,DC:A6:32:55:FC:3E,2020-07-16 22:32:00.002020,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
532,DC:A6:32:55:FC:3E,2020-07-16 22:32:02.007077,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
533,DC:A6:32:55:FC:3E,2020-07-16 22:32:03.042119,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
534,DC:A6:32:55:FC:3E,2020-07-16 22:32:04.425917,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
535,DC:A6:32:55:FC:3E,2020-07-16 22:32:05.005215,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
536,DC:A6:32:55:FC:3E,2020-07-16 22:32:06.345968,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
537,DC:A6:32:55:FC:3E,2020-07-16 22:32:07.452059,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
538,DC:A6:32:55:FC:3E,2020-07-16 22:32:08.531049,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
539,DC:A6:32:55:FC:3E,2020-07-16 22:32:09.037813,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
540,DC:A6:32:55:FC:3E,2020-07-16 22:32:10.012309,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
541,DC:A6:32:55:FC:3E,2020-07-16 22:32:11.072265,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
542,DC:A6:32:55:FC:3E,2020-07-16 22:32:12.083666,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
543,DC:A6:32:55:FC:3E,2020-07-16 22:32:13.508621,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
544,DC:A6:32:55:FC:3E,2020-07-16 22:32:14.054170,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
545,DC:A6:32:55:FC:3E,2020-07-16 22:32:15.153464,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
546,DC:A6:32:55:FC:3E,2020-07-16 22:32:16.803728,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
547,DC:A6:32:55:FC:3E,2020-07-16 22:32:17.008696,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
548,DC:A6:32:55:FC:3E,2020-07-16 22:32:18.468740,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
549,DC:A6:32:55:FC:3E,2020-07-16 22:32:19.092445,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-46
550,DC:A6:32:55:FC:3E,2020-07-16 22:32:20.068713,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
551,DC:A6:32:55:FC:3E,2020-07-16 22:32:21.201361,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
552,DC:A6:32:55:FC:3E,2020-07-16 22:32:22.143796,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
553,DC:A6:32:55:FC:3E,2020-07-16 22:32:23.275695,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
554,DC:A6:32:55:FC:3E,2020-07-16 22:32:24.035734,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
555,DC:A6:32:55:FC:3E,2020-07-16 22:32:25.037698,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
556,DC:A6:32:55:FC:3E,2020-07-16 22:32:26.143901,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
557,DC:A6:32:55:FC:3E,2020-07-16 22:32:27.102783,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
558,DC:A6:32:55:FC:3E,2020-07-16 22:32:28.094663,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
559,DC:A6:32:55:FC:3E,2020-07-16 22:32:29.470290,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
560,DC:A6:32:55:FC:3E,2020-07-16 22:32:30.004015,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
561,DC:A6:32:55:FC:3E,2020-07-16 22:32:31.112879,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
