SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:55:FC:3E,2020-07-17 08:05:03.469674,b5fbbb84-cd13-11ea-b930-dca63255fc3b,1,1,1,-60
1,98:04:ED:C0:E4:41,2020-07-17 08:05:03.469674,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-101
2,DC:A6:32:55:FC:3E,2020-07-17 08:05:04.003162,b5fbbb84-cd13-11ea-b930-dca63255fc3b,1,1,1,-59
3,98:04:ED:C0:E4:41,2020-07-17 08:05:04.003162,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-97
4,98:04:ED:C0:E4:41,2020-07-17 08:05:05.170946,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-96
5,DC:A6:32:55:FC:3E,2020-07-17 08:05:05.170946,b5fbbb84-cd13-11ea-b930-dca63255fc3b,1,1,1,-59
6,DC:A6:32:55:FC:3E,2020-07-17 08:05:06.058740,b5fbbb84-cd13-11ea-b930-dca63255fc3b,1,1,1,-56
7,DC:A6:32:55:FC:3E,2020-07-17 08:05:07.283630,b5fbbb84-cd13-11ea-b930-dca63255fc3b,1,1,1,-57
8,98:04:ED:C0:E4:41,2020-07-17 08:05:07.283630,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-100
9,DC:A6:32:55:FC:3E,2020-07-17 08:05:08.103569,b5fbbb84-cd13-11ea-b930-dca63255fc3b,1,1,1,-57
10,DC:A6:32:55:FC:3E,2020-07-17 08:05:09.053502,b5fbbb84-cd13-11ea-b930-dca63255fc3b,1,1,1,-57
11,98:04:ED:C0:E4:41,2020-07-17 08:05:09.053502,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-95
12,DC:A6:32:55:FC:3E,2020-07-17 08:05:10.038593,b5fbbb84-cd13-11ea-b930-dca63255fc3b,1,1,1,-57
13,98:04:ED:C0:E4:41,2020-07-17 08:05:11.143616,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-98
14,DC:A6:32:55:FC:3E,2020-07-17 08:05:11.143616,b5fbbb84-cd13-11ea-b930-dca63255fc3b,1,1,1,-56
15,98:04:ED:C0:E4:41,2020-07-17 08:05:12.034829,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-98
16,DC:A6:32:55:FC:3E,2020-07-17 08:05:12.034829,b5fbbb84-cd13-11ea-b930-dca63255fc3b,1,1,1,-55
17,DC:A6:32:55:FC:3E,2020-07-17 08:05:13.012373,b5fbbb84-cd13-11ea-b930-dca63255fc3b,1,1,1,-57
18,98:04:ED:C0:E4:41,2020-07-17 08:05:13.012373,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-98
19,DC:A6:32:55:FC:3E,2020-07-17 08:05:14.416193,b5fbbb84-cd13-11ea-b930-dca63255fc3b,1,1,1,-57
20,98:04:ED:C0:E4:41,2020-07-17 08:05:14.416193,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-99
21,DC:A6:32:55:FC:3E,2020-07-17 08:05:15.003809,b5fbbb84-cd13-11ea-b930-dca63255fc3b,1,1,1,-56
22,DC:A6:32:55:FC:3E,2020-07-17 08:05:16.003777,b5fbbb84-cd13-11ea-b930-dca63255fc3b,1,1,1,-59
