SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,98:04:ED:C0:E4:41,2020-07-17 04:35:55.698757,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-89
1,DC:A6:32:55:FC:3E,2020-07-17 04:35:55.698757,a75f8248-cafe-11ea-a54e-dca63255fc3b,1,1,1,-59
2,DC:A6:32:55:FC:3E,2020-07-17 04:35:56.011199,a75f8248-cafe-11ea-a54e-dca63255fc3b,1,1,1,-58
3,98:04:ED:C0:E4:41,2020-07-17 04:35:56.011199,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-88
4,98:04:ED:C0:E4:41,2020-07-17 04:35:57.232785,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-96
5,DC:A6:32:55:FC:3E,2020-07-17 04:35:57.232785,a75f8248-cafe-11ea-a54e-dca63255fc3b,1,1,1,-56
6,98:04:ED:C0:E4:41,2020-07-17 04:35:58.020263,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-88
7,DC:A6:32:55:FC:3E,2020-07-17 04:35:58.020263,a75f8248-cafe-11ea-a54e-dca63255fc3b,1,1,1,-56
8,98:04:ED:C0:E4:41,2020-07-17 04:35:59.012776,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-88
9,DC:A6:32:55:FC:3E,2020-07-17 04:35:59.012776,a75f8248-cafe-11ea-a54e-dca63255fc3b,1,1,1,-54
10,DC:A6:32:55:FC:3E,2020-07-17 04:36:00.215326,a75f8248-cafe-11ea-a54e-dca63255fc3b,1,1,1,-58
11,98:04:ED:C0:E4:41,2020-07-17 04:36:00.215326,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-88
12,98:04:ED:C0:E4:41,2020-07-17 04:36:01.080354,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-88
13,DC:A6:32:55:FC:3E,2020-07-17 04:36:01.080354,a75f8248-cafe-11ea-a54e-dca63255fc3b,1,1,1,-59
14,98:04:ED:C0:E4:41,2020-07-17 04:36:02.664155,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-87
15,DC:A6:32:55:FC:3E,2020-07-17 04:36:02.664155,a75f8248-cafe-11ea-a54e-dca63255fc3b,1,1,1,-56
16,98:04:ED:C0:E4:41,2020-07-17 04:36:03.099110,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-86
17,DC:A6:32:55:FC:3E,2020-07-17 04:36:03.099110,a75f8248-cafe-11ea-a54e-dca63255fc3b,1,1,1,-59
18,98:04:ED:C0:E4:41,2020-07-17 04:36:04.091603,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-87
19,DC:A6:32:55:FC:3E,2020-07-17 04:36:04.091603,a75f8248-cafe-11ea-a54e-dca63255fc3b,1,1,1,-57
20,98:04:ED:C0:E4:41,2020-07-17 04:36:05.091646,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-86
21,DC:A6:32:55:FC:3E,2020-07-17 04:36:05.091646,a75f8248-cafe-11ea-a54e-dca63255fc3b,1,1,1,-58
22,98:04:ED:C0:E4:41,2020-07-17 04:36:06.092941,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-87
23,DC:A6:32:55:FC:3E,2020-07-17 04:36:06.092941,a75f8248-cafe-11ea-a54e-dca63255fc3b,1,1,1,-59
24,98:04:ED:C0:E4:41,2020-07-17 04:36:07.041712,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-88
25,DC:A6:32:55:FC:3E,2020-07-17 04:36:07.041712,a75f8248-cafe-11ea-a54e-dca63255fc3b,1,1,1,-59
26,98:04:ED:C0:E4:41,2020-07-17 04:36:08.328590,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-87
