SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
163,98:04:ED:C0:E4:41,2020-07-17 07:30:14.090216,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-98
164,DC:A6:32:55:FC:3E,2020-07-17 07:30:15.321413,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-63
165,DC:A6:32:55:FC:3E,2020-07-17 07:30:16.022726,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-62
166,98:04:ED:C0:E4:41,2020-07-17 07:30:16.022726,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-100
167,DC:A6:32:55:FC:3E,2020-07-17 07:30:17.029019,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-69
168,98:04:ED:C0:E4:41,2020-07-17 07:30:17.029019,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-98
169,DC:A6:32:55:FC:3E,2020-07-17 07:30:18.015264,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-62
170,98:04:ED:C0:E4:41,2020-07-17 07:30:18.015264,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-102
171,DC:A6:32:55:FC:3E,2020-07-17 07:30:19.215311,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-70
172,98:04:ED:C0:E4:41,2020-07-17 07:30:19.215311,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-102
173,DC:A6:32:55:FC:3E,2020-07-17 07:30:20.112852,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-63
174,98:04:ED:C0:E4:41,2020-07-17 07:30:20.112852,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-97
175,98:04:ED:C0:E4:41,2020-07-17 07:30:21.211595,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-99
176,DC:A6:32:55:FC:3E,2020-07-17 07:30:21.211595,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-70
177,DC:A6:32:55:FC:3E,2020-07-17 07:30:22.032873,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-70
178,98:04:ED:C0:E4:41,2020-07-17 07:30:22.032873,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-98
179,DC:A6:32:55:FC:3E,2020-07-17 07:30:23.088577,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-62
180,98:04:ED:C0:E4:41,2020-07-17 07:30:23.088577,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-103
181,DC:A6:32:55:FC:3E,2020-07-17 07:30:24.290401,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-63
182,98:04:ED:C0:E4:41,2020-07-17 07:30:24.290401,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-101
183,DC:A6:32:55:FC:3E,2020-07-17 07:30:25.002933,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-71
184,98:04:ED:C0:E4:41,2020-07-17 07:30:25.002933,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-97
185,98:04:ED:C0:E4:41,2020-07-17 07:30:26.152984,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-100
186,DC:A6:32:55:FC:3E,2020-07-17 07:30:26.152984,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-71
187,DC:A6:32:55:FC:3E,2020-07-17 07:30:28.158087,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-71
188,98:04:ED:C0:E4:41,2020-07-17 07:30:28.158087,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-103
189,DC:A6:32:55:FC:3E,2020-07-17 07:30:29.461762,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-63
190,98:04:ED:C0:E4:41,2020-07-17 07:30:29.461762,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-101
191,98:04:ED:C0:E4:41,2020-07-17 07:30:30.502378,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-100
192,DC:A6:32:55:FC:3E,2020-07-17 07:30:30.502378,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-69
193,DC:A6:32:55:FC:3E,2020-07-17 07:30:31.037411,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-64
194,98:04:ED:C0:E4:41,2020-07-17 07:30:31.037411,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-97
195,DC:A6:32:55:FC:3E,2020-07-17 07:30:32.393171,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-71
196,98:04:ED:C0:E4:41,2020-07-17 07:30:32.393171,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-103
197,98:04:ED:C0:E4:41,2020-07-17 07:30:33.131829,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-99
198,DC:A6:32:55:FC:3E,2020-07-17 07:30:33.131829,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-70
199,DC:A6:32:55:FC:3E,2020-07-17 07:30:34.161881,7e60bb44-cc4a-11ea-a058-dca63255fc3b,1,1,1,-70
200,98:04:ED:C0:E4:41,2020-07-17 07:30:34.161881,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-101
